Age_of_Subject,Time_spent_on_Online_Class,Rating_of_Online_Class_experience,Medium_for_online_class,Time_spent_on_self_study,Time_spent_on_fitness,Time_spent_on_sleep,Prefered_social_media_platform,Number_of_meals_per_day,Change_in_your_weight,Health_issue_during_lockdown,Time_utilized,Family_Relation,Mental_Health,Time_spent_on_social_media
18,4.778036552333978,3,2,2.778036552333978,0.22196344766602205,9.0,6,3,1,0,0,0,0,7
18,4.921331793520842,3,2,2.9213317935208427,0.07866820647915729,9.0,6,3,1,0,0,0,0,7
18,3.8860372640723826,3,2,1.9430186320361913,1.0,8.94301863203619,6,3,1,0,0,1,0,7
18,4.704435797263943,3,2,2.7044357972639435,0.29556420273605666,9.0,6,3,1,0,0,0,0,7
17,1.3878328909518176,3,2,0.6939164454759088,1.0,8.612167109048183,5,3,1,0,0,1,0,7
19,3.0931036267349903,3,2,2.453448186632505,0.546551813367495,10.360344559897515,6,3,1,0,0,0,0,7
18,4.630782770262117,3,2,2.630782770262117,0.36921722973788307,9.0,6,3,1,0,0,0,0,7
17,5.017532425273007,2,1,2.982467574726993,0.03506485054601405,8.982467574726993,7,3,0,0,1,0,0,7
21,2.8031723237174857,3,1,4.9343907745724955,0.0,7.9343907745724955,1,2,0,0,0,0,0,7
18,4.102321689257734,3,2,2.1023216892577343,0.8976783107422656,9.0,6,3,1,0,0,0,0,7
26,8.680345054525647,1,1,6.472138021810259,0.7360690109051293,6.527861978189741,6,2,0,0,0,1,0,7
19,3.148951684046677,3,2,2.4255241579766613,0.5744758420233385,10.276572473929985,6,3,1,0,0,0,0,7
19,4.487133731906212,3,1,3.4614011957186372,0.5128662680937877,8.512866268093788,6,2,1,0,0,1,0,7
18,3.108953616143868,3,2,1.554476808071934,1.0,8.554476808071934,6,3,1,0,0,1,0,7
15,5.352832668171601,2,1,2.647167331828399,0.7056653363432017,8.647167331828399,7,3,0,0,1,0,0,7
18,4.814525840945519,3,2,2.8145258409455196,0.1854741590544805,9.0,6,3,1,0,0,0,0,7
21,0.8159346129270646,3,1,4.271978204309022,0.0,7.271978204309022,3,2,0,0,0,0,0,7
18,4.148438657742783,3,2,2.1484386577427834,0.8515613422572165,9.0,6,3,1,0,0,0,0,7
21,2.9090874882167848,3,1,4.969695829405595,0.0,7.969695829405595,1,2,0,0,0,0,0,7
18,4.060744415847861,3,2,2.0607444158478607,0.9392555841521393,9.0,6,3,1,0,0,0,0,7
18,0.6935082603524079,3,2,0.34675413017620393,1.0,9.306491739647592,5,3,1,0,0,1,0,7
28,9.45217697847195,1,1,6.7808707913887805,0.8904353956943902,6.2191292086112195,6,2,0,0,0,1,0,7
14,5.62167300433853,1,1,2.37832699566147,1.2433460086770598,8.378326995661471,7,3,0,0,1,0,0,7
25,8.07960270479293,2,1,6.231841081917172,0.6159205409585858,6.768158918082828,6,2,0,0,0,1,0,7
18,3.3308473758389225,3,2,1.6654236879194613,1.0,8.66542368791946,6,3,1,0,0,1,0,7
21,2.266527212081521,3,1,4.75550907069384,0.0,7.75550907069384,1,2,0,0,0,0,0,7
19,3.3229619475473697,3,2,2.338519026226315,0.661480973773685,10.015557078678945,6,3,1,0,0,0,0,7
17,2.1969857675837243,3,2,1.0984928837918622,1.0,8.098492883791863,6,3,1,0,0,1,0,7
15,5.419137252333148,2,1,2.5808627476668518,0.8382745046662969,8.58086274766685,7,3,0,0,1,0,0,7
21,0.32059651400565214,3,1,4.1068655046685505,0.0,7.1068655046685505,4,2,0,0,0,0,0,7
15,5.451745492536013,2,1,2.5482545074639873,0.903490985072025,8.548254507463987,7,3,0,0,1,0,0,7
24,7.401241461443964,2,1,5.9604965845775855,0.48024829228879273,7.0395034154224145,6,2,0,0,0,1,0,7
18,4.296234117865757,3,2,2.2962341178657577,0.7037658821342424,9.0,6,3,1,0,0,0,0,7
21,1.6328128470057046,3,1,4.544270949001902,0.0,7.544270949001902,2,2,0,0,0,0,0,7
21,0.11599956038870052,3,1,4.038666520129567,0.0,7.038666520129567,4,2,0,0,0,0,0,7
18,3.1980060497770015,3,2,1.5990030248885008,1.0,8.599003024888502,6,3,1,0,0,1,0,7
18,4.99951324052474,3,2,2.99951324052474,0.0004867594752598903,9.0,6,3,1,0,0,0,0,7
21,1.4945592189434067,3,1,4.498186406314469,0.0,7.498186406314469,3,2,0,0,0,0,0,7
18,4.498273878308385,3,2,2.4982738783083858,0.5017261216916143,9.0,6,3,1,0,0,0,0,7
18,4.0606696959149575,3,2,2.060669695914957,0.9393303040850428,9.0,6,3,1,0,0,0,0,7
17,1.8996738782996898,3,2,0.9498369391498449,1.0,8.10032612170031,5,3,1,0,0,1,0,7
19,4.391340954860179,3,1,3.1740228645805377,0.6086590451398208,8.60865904513982,6,2,1,0,0,1,0,7
18,4.327997316207856,3,2,2.327997316207856,0.6720026837921436,9.0,6,3,1,0,0,0,0,7
20,4.537226476305435,3,1,3.611679428916303,0.4627735236945656,8.462773523694565,6,2,1,0,0,1,0,7
17,1.4085461904699346,3,2,0.7042730952349673,1.0,8.591453809530066,5,3,1,0,0,1,0,7
27,9.094664294169464,1,1,6.637865717667785,0.8189328588338928,6.362134282332215,6,2,0,0,0,1,0,7
23,6.762089113338371,2,1,5.704835645335349,0.3524178226676743,7.295164354664651,6,2,0,0,0,1,0,7
21,1.2956737954635125,3,1,4.431891265154504,0.0,7.431891265154504,3,2,0,0,0,0,0,7
21,0.13758505639651464,3,1,4.045861685465505,0.0,7.045861685465505,4,2,0,0,0,0,0,7
19,3.5933804777627234,3,2,2.2033097611186383,0.7966902388813616,9.609929283355916,6,3,1,0,0,0,0,7
21,1.2440688218641498,3,1,4.41468960728805,0.0,7.41468960728805,3,2,0,0,0,0,0,7
20,4.5446450329267964,3,1,3.6339350987803885,0.4553549670732038,8.455354967073204,6,2,1,0,0,1,0,7
21,0.7846454084055168,3,1,4.261548469468505,0.0,7.261548469468505,3,2,0,0,0,0,0,7
19,3.624472555925576,3,2,2.1877637220372117,0.8122362779627881,9.563291166111636,6,3,1,0,0,0,0,7
19,4.07270882644785,3,1,2.2181264793435496,0.9272911735521501,8.92729117355215,6,2,1,0,0,1,0,7
21,2.4791268201645362,3,1,4.826375606721512,0.0,7.826375606721512,1,2,0,0,0,0,0,7
17,2.0599131953301724,3,2,1.0299565976650862,1.0,8.029956597665086,6,3,1,0,0,1,0,7
18,4.2271971781910915,3,2,2.2271971781910915,0.7728028218089087,9.0,6,3,1,0,0,0,0,7
18,3.0435547872326403,3,2,1.5217773936163201,1.0,8.52177739361632,6,3,1,0,0,1,0,7
21,0.3438380032763222,3,1,4.114612667758774,0.0,7.114612667758774,4,2,0,0,0,0,0,7
18,4.458561667083654,3,2,2.4585616670836536,0.5414383329163461,9.0,6,3,1,0,0,0,0,7
19,4.45927742384038,3,1,3.3778322715211395,0.5407225761596202,8.54072257615962,6,2,1,0,0,1,0,7
19,4.092235001734586,3,1,2.2767050052037594,0.9077649982654136,8.907764998265414,6,2,1,0,0,1,0,7
18,3.1126200805537465,3,2,1.5563100402768733,1.0,8.556310040276873,6,3,1,0,0,1,0,7
13,5.812885277709354,1,1,2.187114722290646,1.6257705554187076,8.187114722290646,7,3,0,0,1,0,0,7
21,0.9566658973741391,3,1,4.318888632458046,0.0,7.318888632458046,3,2,0,0,0,0,0,7
17,2.0276933708361833,3,2,1.0138466854180916,1.0,8.013846685418091,6,3,1,0,0,1,0,7
18,4.380091657850935,3,2,2.3800916578509344,0.6199083421490655,9.0,6,3,1,0,0,0,0,7
17,1.6173689802667837,3,2,0.8086844901333918,1.0,8.382631019733216,5,3,1,0,0,1,0,7
18,4.5761254124118755,3,2,2.5761254124118755,0.4238745875881247,9.0,6,3,1,0,0,0,0,7
19,2.3035690090600065,3,2,2.8482154954699967,0.15178450453000336,11.54464648640999,6,3,1,0,0,0,0,7
13,5.670145239620496,1,1,2.3298547603795043,1.3402904792409913,8.329854760379504,7,3,0,0,1,0,0,7
19,3.9035462922966513,3,2,2.0482268538516744,0.9517731461483258,9.144680561555022,6,3,1,0,0,0,0,7
18,4.96961527700079,3,2,2.9696152770007904,0.0303847229992098,9.0,6,3,1,0,0,0,0,7
21,2.3345205814678454,3,1,4.778173527155948,0.0,7.778173527155948,1,2,0,0,0,0,0,7
21,2.4558484204836795,3,1,4.818616140161226,0.0,7.818616140161226,1,2,0,0,0,0,0,7
17,2.4273137369012603,3,2,1.2136568684506301,1.0,8.21365686845063,6,3,1,0,0,1,0,7
19,4.3474037770779095,3,1,3.0422113312337284,0.6525962229220905,8.65259622292209,6,2,1,0,0,1,0,7
20,4.855908053939171,3,1,4.5677241618175115,0.14409194606082942,8.14409194606083,6,2,1,0,0,1,0,7
21,1.1430218118211593,3,1,4.3810072706070535,0.0,7.3810072706070535,3,2,0,0,0,0,0,7
18,4.594265467427351,3,2,2.594265467427351,0.4057345325726489,9.0,6,3,1,0,0,0,0,7
18,4.658965434572604,3,2,2.6589654345726035,0.3410345654273964,9.0,6,3,1,0,0,0,0,7
19,3.0236453474268874,3,2,2.4881773262865563,0.5118226737134436,10.46453197885967,6,3,1,0,0,0,0,7
18,4.517414896149758,3,2,2.517414896149758,0.4825851038502419,9.0,6,3,1,0,0,0,0,7
18,4.5240217982839885,3,2,2.524021798283989,0.47597820171601113,9.0,6,3,1,0,0,0,0,7
17,1.6125717464854425,3,2,0.8062858732427213,1.0,8.387428253514557,5,3,1,0,0,1,0,7
22,5.978044596653531,3,1,5.3912178386614125,0.19560891933070623,7.6087821613385875,6,2,0,0,0,1,0,7
18,4.147700436102509,3,2,2.147700436102509,0.8522995638974911,9.0,6,3,1,0,0,0,0,7
18,3.9869071541613947,3,2,1.9934535770806974,1.0,8.993453577080697,6,3,1,0,0,1,0,7
21,0.20330320725357298,3,1,4.067767735751191,0.0,7.067767735751191,4,2,0,0,0,0,0,7
21,2.987447420887184,3,1,4.995815806962395,0.0,7.995815806962395,1,2,0,0,0,0,0,7
17,2.2468993853066177,3,2,1.1234496926533089,1.0,8.12344969265331,6,3,1,0,0,1,0,7
20,4.9380708020665995,3,1,4.814212406199798,0.06192919793340079,8.0619291979334,6,2,1,0,0,1,0,7
18,4.2959645582217805,3,2,2.2959645582217805,0.7040354417782194,9.0,6,3,1,0,0,0,0,7
21,0.11706104106634996,3,1,4.039020347022117,0.0,7.039020347022117,4,2,0,0,0,0,0,7
18,4.287849052097661,3,2,2.287849052097661,0.712150947902339,9.0,6,3,1,0,0,0,0,7
19,4.336918677679265,3,1,3.010756033037796,0.6630813223207347,8.663081322320735,6,2,1,0,0,1,0,7
21,0.40102488667369296,3,1,4.133674962224564,0.0,7.133674962224564,4,2,0,0,0,0,0,7
18,4.180345169228348,3,2,2.180345169228348,0.8196548307716519,9.0,6,3,1,0,0,0,0,7
17,2.3134317378445663,3,2,1.1567158689222832,1.0,8.156715868922284,6,3,1,0,0,1,0,7
21,2.728579556163508,3,1,4.90952651872117,0.0,7.90952651872117,1,2,0,0,0,0,0,7
21,2.9155984447350978,3,1,4.971866148245033,0.0,7.971866148245033,1,2,0,0,0,0,0,7
21,1.5295833908547003,3,1,4.5098611302849,0.0,7.5098611302849,2,2,0,0,0,0,0,7
14,5.549122523698948,1,1,2.4508774763010517,1.0982450473978964,8.450877476301052,7,3,0,0,1,0,0,7
20,4.670299021502787,3,1,4.010897064508361,0.3297009784972129,8.329700978497213,6,2,1,0,0,1,0,7
17,2.987024084098949,3,2,1.4935120420494745,1.0,8.493512042049474,6,3,1,0,0,1,0,7
21,2.5691970447582517,3,1,4.856399014919417,0.0,7.856399014919417,1,2,0,0,0,0,0,7
18,4.849079709159523,3,2,2.849079709159523,0.1509202908404773,9.0,6,3,1,0,0,0,0,7
18,4.815338579459878,3,2,2.8153385794598775,0.18466142054012236,9.0,6,3,1,0,0,0,0,7
20,4.788718116203638,3,1,4.366154348610915,0.2112818837963617,8.211281883796362,6,2,1,0,0,1,0,7
18,0.1730846447145835,3,2,0.08654232235729176,1.0,9.826915355285417,5,3,1,0,0,1,0,7
18,4.612742582468782,3,2,2.612742582468783,0.38725741753121723,9.0,6,3,1,0,0,0,0,7
19,4.106596585977884,3,1,2.3197897579336506,0.8934034140221164,8.893403414022117,6,2,1,0,0,1,0,7
18,0.857286595885725,3,2,0.4286432979428625,1.0,9.142713404114275,5,3,1,0,0,1,0,7
17,1.532608024360423,3,2,0.7663040121802115,1.0,8.467391975639577,5,3,1,0,0,1,0,7
17,5.004734597982593,2,1,2.9952654020174068,0.00946919596518625,8.995265402017408,7,3,0,0,1,0,0,7
17,2.040125701790223,3,2,1.0200628508951115,1.0,8.020062850895112,6,3,1,0,0,1,0,7
18,4.108198228669092,3,2,2.1081982286690923,0.8918017713309079,9.0,6,3,1,0,0,0,0,7
18,4.30525732850638,3,2,2.30525732850638,0.69474267149362,9.0,6,3,1,0,0,0,0,7
17,1.7813281009131026,3,2,0.8906640504565513,1.0,8.218671899086898,5,3,1,0,0,1,0,7
18,4.507523676223417,3,2,2.507523676223417,0.4924763237765829,9.0,6,3,1,0,0,0,0,7
19,2.1405359807909896,3,2,2.929732009604505,0.07026799039549492,11.789196028813516,6,3,1,0,0,0,0,7
19,2.176874728699758,3,2,2.911562635650121,0.08843736434987892,11.734687906950363,6,3,1,0,0,0,0,7
21,2.6813755244085318,3,1,4.89379184146951,0.0,7.89379184146951,1,2,0,0,0,0,0,7
18,0.4025177564935687,3,2,0.20125887824678435,1.0,9.59748224350643,5,3,1,0,0,1,0,7
21,2.632092015991922,3,1,4.877364005330641,0.0,7.877364005330641,1,2,0,0,0,0,0,7
21,0.17033249339421408,3,1,4.0567774977980715,0.0,7.0567774977980715,4,2,0,0,0,0,0,7
21,0.4069084139409581,3,1,4.1356361379803195,0.0,7.1356361379803195,4,2,0,0,0,0,0,7
18,4.858726972683847,3,2,2.8587269726838476,0.14127302731615254,9.0,6,3,1,0,0,0,0,7
22,6.21420858782222,3,1,5.485683435128888,0.24284171756444417,7.514316564871112,6,2,0,0,0,1,0,7
19,4.313828385544347,3,1,2.9414851566330404,0.6861716144556532,8.686171614455652,6,2,1,0,0,1,0,7
18,3.712786780320455,3,2,1.8563933901602274,1.0,8.856393390160228,6,3,1,0,0,1,0,7
18,4.230877752913562,3,2,2.2308777529135617,0.7691222470864383,9.0,6,3,1,0,0,0,0,7
17,1.0386759584229441,3,2,0.5193379792114721,1.0,8.961324041577056,5,3,1,0,0,1,0,7
18,4.343333445176445,3,2,2.3433334451764454,0.6566665548235546,9.0,6,3,1,0,0,0,0,7
18,3.3175458587173647,3,2,1.6587729293586824,1.0,8.658772929358681,6,3,1,0,0,1,0,7
21,0.8483707615998725,3,1,4.282790253866624,0.0,7.282790253866624,3,2,0,0,0,0,0,7
24,7.487667831216365,2,1,5.995067132486546,0.49753356624327305,7.004932867513454,6,2,0,0,0,1,0,7
26,8.483612402236226,1,1,6.39344496089449,0.6967224804472449,6.60655503910551,6,2,0,0,0,1,0,7
18,3.105058846868647,3,2,1.5525294234343234,1.0,8.552529423434324,6,3,1,0,0,1,0,7
12,5.838872902945719,1,1,2.1611270970542806,1.6777458058914383,8.161127097054282,7,3,0,0,1,0,0,7
18,4.431451035381717,3,2,2.431451035381717,0.568548964618283,9.0,6,3,1,0,0,0,0,7
21,1.542870395679668,3,1,4.5142901318932225,0.0,7.5142901318932225,2,2,0,0,0,0,0,7
27,9.362402282431656,1,1,6.744960912972663,0.8724804564863313,6.255039087027337,6,2,0,0,0,1,0,7
19,3.0873843384600748,3,2,2.456307830769963,0.5436921692300374,10.368923492309888,6,3,1,0,0,0,0,7
20,4.7995093912673426,3,1,4.398528173802027,0.20049060873265778,8.200490608732657,6,2,1,0,0,1,0,7
17,1.3403217199996051,3,2,0.6701608599998026,1.0,8.659678280000396,5,3,1,0,0,1,0,7
18,4.558112217036186,3,2,2.558112217036186,0.44188778296381437,9.0,6,3,1,0,0,0,0,7
21,0.6971349524748246,3,1,4.232378317491608,0.0,7.232378317491608,4,2,0,0,0,0,0,7
19,3.031176971219647,3,2,2.4844115143901764,0.5155884856098234,10.45323454317053,6,3,1,0,0,0,0,7
18,4.68500802658132,3,2,2.68500802658132,0.3149919734186799,9.0,6,3,1,0,0,0,0,7
17,5.153407451078596,2,1,2.8465925489214037,0.30681490215719265,8.846592548921404,7,3,0,0,1,0,0,7
20,4.552623719722597,3,1,3.657871159167791,0.44737628027740306,8.447376280277403,6,2,1,0,0,1,0,7
21,2.699744326815888,3,1,4.899914775605296,0.0,7.899914775605296,1,2,0,0,0,0,0,7
19,3.803184170788221,3,2,2.0984079146058896,0.9015920853941103,9.295223743817669,6,3,1,0,0,0,0,7
19,3.7121764971033304,3,2,2.143911751448335,0.8560882485516653,9.431735254345003,6,3,1,0,0,0,0,7
18,4.286329873911813,3,2,2.2863298739118134,0.7136701260881867,9.0,6,3,1,0,0,0,0,7
18,0.5180295409071327,3,2,0.25901477045356636,1.0,9.481970459092867,5,3,1,0,0,1,0,7
18,4.933628626441801,3,2,2.9336286264418012,0.06637137355819867,9.0,6,3,1,0,0,0,0,7
18,4.6823683283721165,3,2,2.6823683283721165,0.3176316716278835,9.0,6,3,1,0,0,0,0,7
18,4.948157004756687,3,2,2.9481570047566867,0.05184299524331337,9.0,6,3,1,0,0,0,0,7
17,1.8883766356638039,3,2,0.9441883178319019,1.0,8.111623364336197,5,3,1,0,0,1,0,7
19,3.4344346040864417,3,2,2.282782697956779,0.7172173020432209,9.848348093870337,6,3,1,0,0,0,0,7
19,3.107318400322912,3,2,2.446340799838544,0.553659200161456,10.339022399515631,6,3,1,0,0,0,0,7
18,0.7194895397597121,3,2,0.35974476987985604,1.0,9.280510460240288,5,3,1,0,0,1,0,7
20,4.840817698915671,3,1,4.522453096747013,0.15918230108432907,8.159182301084329,6,2,1,0,0,1,0,7
20,4.5670419588352,3,1,3.7011258765056,0.43295804116479997,8.4329580411648,6,2,1,0,0,1,0,7
26,8.603189115450544,1,1,6.441275646180218,0.7206378230901088,6.558724353819782,6,2,0,0,0,1,0,7
19,3.922075264330629,3,2,2.0389623678346855,0.9610376321653145,9.116887103504057,6,3,1,0,0,0,0,7
28,9.509339220958054,1,1,6.803735688383222,0.9018678441916109,6.196264311616778,6,2,0,0,0,1,0,7
25,7.965022237874286,2,1,6.1860088951497145,0.5930044475748572,6.8139911048502855,6,2,0,0,0,1,0,7
28,9.958117769990965,1,1,6.983247107996386,0.9916235539981929,6.016752892003614,6,2,0,0,0,1,0,7
19,3.136117859192643,3,2,2.4319410704036786,0.5680589295963213,10.295823211211037,6,3,1,0,0,0,0,7
15,5.42339023163276,2,1,2.57660976836724,0.8467804632655198,8.57660976836724,7,3,0,0,1,0,0,7
21,0.41143278398201344,3,1,4.137144261327338,0.0,7.137144261327338,4,2,0,0,0,0,0,7
18,4.672218566041421,3,2,2.672218566041421,0.3277814339585794,9.0,6,3,1,0,0,0,0,7
21,0.42862118237412483,3,1,4.142873727458042,0.0,7.142873727458042,4,2,0,0,0,0,0,7
19,3.018462994507373,3,2,2.4907685027463136,0.5092314972536864,10.472305508238941,6,3,1,0,0,0,0,7
18,0.7375239050602529,3,2,0.36876195253012645,1.0,9.262476094939746,5,3,1,0,0,1,0,7
17,2.498214778717071,3,2,1.2491073893585356,1.0,8.249107389358535,6,3,1,0,0,1,0,7
20,4.863717877966659,3,1,4.591153633899975,0.13628212203334145,8.136282122033341,6,2,1,0,0,1,0,7
17,2.2385822642465154,3,2,1.1192911321232577,1.0,8.119291132123257,6,3,1,0,0,1,0,7
17,2.104776252913849,3,2,1.0523881264569246,1.0,8.052388126456924,6,3,1,0,0,1,0,7
18,4.565100685306951,3,2,2.565100685306951,0.4348993146930489,9.0,6,3,1,0,0,0,0,7
17,1.5414107611735726,3,2,0.7707053805867863,1.0,8.458589238826427,5,3,1,0,0,1,0,7
18,4.149085817693172,3,2,2.149085817693172,0.8509141823068277,9.0,6,3,1,0,0,0,0,7
18,4.621282667429591,3,2,2.621282667429591,0.37871733257040907,9.0,6,3,1,0,0,0,0,7
17,2.7597753767962097,3,2,1.3798876883981048,1.0,8.379887688398105,6,3,1,0,0,1,0,7
21,2.039733109251719,3,1,4.67991103641724,0.0,7.67991103641724,2,2,0,0,0,0,0,7
21,0.9412965127791558,3,1,4.3137655042597185,0.0,7.3137655042597185,3,2,0,0,0,0,0,7
18,4.726637982999317,3,2,2.726637982999317,0.27336201700068297,9.0,6,3,1,0,0,0,0,7
19,4.085516808912617,3,1,2.256550426737852,0.9144831910873826,8.914483191087383,6,2,1,0,0,1,0,7
12,5.905104519260444,1,1,2.094895480739556,1.810209038520888,8.094895480739556,7,3,0,0,1,0,0,7
23,6.675115240838741,2,1,5.670046096335496,0.3350230481677481,7.329953903664504,6,2,0,0,0,1,0,7
21,1.0706183821535724,3,1,4.356872794051191,0.0,7.356872794051191,3,2,0,0,0,0,0,7
18,4.237709079737664,3,2,2.237709079737664,0.7622909202623359,9.0,6,3,1,0,0,0,0,7
17,5.054994308848977,2,1,2.945005691151023,0.10998861769795387,8.945005691151023,7,3,0,0,1,0,0,7
21,2.328773391445802,3,1,4.776257797148601,0.0,7.776257797148601,1,2,0,0,0,0,0,7
18,4.057253219254211,3,2,2.05725321925421,0.9427467807457899,9.0,6,3,1,0,0,0,0,7
18,3.2856037004662757,3,2,1.6428018502331379,1.0,8.642801850233138,6,3,1,0,0,1,0,7
18,0.1775542171057054,3,2,0.0887771085528527,1.0,9.822445782894295,5,3,1,0,0,1,0,7
18,3.3358768299973085,3,2,1.6679384149986543,1.0,8.667938414998654,6,3,1,0,0,1,0,7
19,3.214442770262255,3,2,2.3927786148688726,0.6072213851311274,10.178335844606618,6,3,1,0,0,0,0,7
18,4.980400180227156,3,2,2.9804001802271562,0.01959981977284353,9.0,6,3,1,0,0,0,0,7
21,1.1813800330732158,3,1,4.393793344357738,0.0,7.393793344357738,3,2,0,0,0,0,0,7
19,2.9190146053722352,3,2,2.5404926973138826,0.4595073026861176,10.621478091941647,6,3,1,0,0,0,0,7
28,9.894319942196223,1,1,6.957727976878489,0.9788639884392446,6.042272023121511,6,2,0,0,0,1,0,7
21,1.878927295964948,3,1,4.626309098654983,0.0,7.626309098654983,2,2,0,0,0,0,0,7
21,1.6967014109282994,3,1,4.5655671369760995,0.0,7.5655671369760995,2,2,0,0,0,0,0,7
17,2.017750353963124,3,2,1.008875176981562,1.0,8.008875176981562,6,3,1,0,0,1,0,7
21,0.4885360391650091,3,1,4.162845346388337,0.0,7.162845346388337,4,2,0,0,0,0,0,7
17,5.101868263027099,2,1,2.8981317369729007,0.20373652605419812,8.898131736972902,7,3,0,0,1,0,0,7
21,1.933700044256464,3,1,4.644566681418821,0.0,7.644566681418821,2,2,0,0,0,0,0,7
20,4.690246484832526,3,1,4.07073945449758,0.3097535151674734,8.309753515167474,6,2,1,0,0,1,0,7
18,4.582156678263105,3,2,2.5821566782631047,0.4178433217368952,9.0,6,3,1,0,0,0,0,7
21,1.566493865784946,3,1,4.522164621928315,0.0,7.522164621928315,2,2,0,0,0,0,0,7
18,4.117544230648275,3,2,2.117544230648275,0.8824557693517251,9.0,6,3,1,0,0,0,0,7
19,2.5446889296800164,3,2,2.727655535159992,0.2723444648400082,11.182966605479976,6,3,1,0,0,0,0,7
18,4.7001799432171145,3,2,2.7001799432171145,0.2998200567828857,9.0,6,3,1,0,0,0,0,7
13,5.691613293205193,1,1,2.3083867067948076,1.383226586410385,8.308386706794808,7,3,0,0,1,0,0,7
17,2.202008543412412,3,2,1.101004271706206,1.0,8.101004271706206,6,3,1,0,0,1,0,7
21,2.1149349042631935,3,1,4.704978301421065,0.0,7.704978301421065,2,2,0,0,0,0,0,7
21,2.1867143761248773,3,1,4.728904792041626,0.0,7.728904792041626,2,2,0,0,0,0,0,7
14,5.658121107284756,1,1,2.341878892715244,1.316242214569512,8.341878892715243,7,3,0,0,1,0,0,7
18,4.713931844481603,3,2,2.7139318444816034,0.2860681555183966,9.0,6,3,1,0,0,0,0,7
18,4.9563476061071965,3,2,2.956347606107196,0.04365239389280384,9.0,6,3,1,0,0,0,0,7
21,0.0015625466031190527,3,1,4.000520848867707,0.0,7.000520848867707,4,2,0,0,0,0,0,7
18,0.6747038427865728,3,2,0.3373519213932864,1.0,9.325296157213428,5,3,1,0,0,1,0,7
20,4.5248784432000635,3,1,3.5746353296001914,0.4751215567999363,8.475121556799936,6,2,1,0,0,1,0,7
22,5.851751700046935,3,1,5.340700680018774,0.1703503400093871,7.659299319981226,6,2,0,0,0,1,0,7
17,2.1988102925636195,3,2,1.0994051462818097,1.0,8.09940514628181,6,3,1,0,0,1,0,7
19,4.49188535830057,3,1,3.47565607490171,0.50811464169943,8.50811464169943,6,2,1,0,0,1,0,7
17,1.6676731327109782,3,2,0.8338365663554891,1.0,8.332326867289021,5,3,1,0,0,1,0,7
19,3.540245986826985,3,2,2.2298770065865074,0.7701229934134927,9.689631019759522,6,3,1,0,0,0,0,7
18,4.816000349754975,3,2,2.816000349754975,0.18399965024502507,9.0,6,3,1,0,0,0,0,7
17,2.1030999528309,3,2,1.05154997641545,1.0,8.05154997641545,6,3,1,0,0,1,0,7
23,6.593381060637531,3,1,5.637352424255012,0.3186762121275062,7.362647575744988,6,2,0,0,0,1,0,7
18,4.036706367192203,3,2,2.0367063671922034,0.9632936328077967,9.0,6,3,1,0,0,0,0,7
18,3.4018949131444955,3,2,1.7009474565722478,1.0,8.700947456572248,6,3,1,0,0,1,0,7
21,1.229539415443186,3,1,4.4098464718143955,0.0,7.4098464718143955,3,2,0,0,0,0,0,7
13,5.792959411164909,1,1,2.207040588835091,1.5859188223298182,8.20704058883509,7,3,0,0,1,0,0,7
19,4.043977333077531,3,1,2.1319319992325925,0.9560226669224692,8.956022666922468,6,2,1,0,0,1,0,7
18,0.8120223543327101,3,2,0.40601117716635504,1.0,9.18797764566729,5,3,1,0,0,1,0,7
18,4.283119869095389,3,2,2.283119869095389,0.716880130904611,9.0,6,3,1,0,0,0,0,7
19,4.327668591560025,3,1,2.9830057746800764,0.6723314084399745,8.672331408439975,6,2,1,0,0,1,0,7
21,2.526411307661174,3,1,4.842137102553725,0.0,7.842137102553725,1,2,0,0,0,0,0,7
18,4.940740392297392,3,2,2.940740392297392,0.059259607702607964,9.0,6,3,1,0,0,0,0,7
14,5.5301988932990405,1,1,2.469801106700959,1.0603977865980818,8.46980110670096,7,3,0,0,1,0,0,7
12,5.892283476111288,1,1,2.107716523888712,1.7845669522225767,8.107716523888712,7,3,0,0,1,0,0,7
18,4.5666853987413365,3,2,2.566685398741337,0.43331460125866317,9.0,6,3,1,0,0,0,0,7
18,4.979777029902435,3,2,2.9797770299024346,0.020222970097565462,9.0,6,3,1,0,0,0,0,7
18,4.56608529846981,3,2,2.5660852984698095,0.4339147015301905,9.0,6,3,1,0,0,0,0,7
21,0.0,0,0,0.9391154356533645,0.9391154356533645,10.939115435653365,5,3,0,0,0,0,0,8
21,0.0,0,0,0.8885936832959468,0.8885936832959468,10.888593683295946,5,3,0,0,0,0,0,8
19,0.8307310918545691,3,1,0.0,0.8307310918545691,9.169268908145431,5,3,0,0,0,0,0,8
23,6.233882322993676,3,1,1.0,0.0,7.372313720498946,3,3,2,0,0,1,0,8
23,7.36964143216094,3,1,1.0,0.0,7.561606905360157,4,3,2,0,0,1,0,8
19,0.8309037646039747,3,1,0.0,0.8309037646039747,9.169096235396026,5,3,0,0,0,0,0,8
16,6.801039052177639,3,2,3.5204156208710558,0.47958437912894447,5.719376568693416,6,3,0,0,0,1,0,8
21,2.0,4,0,4.0,1.0,8.380105415839473,6,2,1,0,0,1,0,8
21,1.4237993171658314,3,0,3.7118996585829156,0.7118996585829157,10.0,6,2,1,0,0,1,0,8
21,2.0,4,0,4.0,1.0,8.283410149346444,6,2,1,0,0,1,0,8
